teks_keluhan_awam|teks_laporan_teknisi|tipe_aset|lokasi_gedung|lokasi_lantai|lokasi_zona|kategori_aset|severity|root_cause|jenis_kerusakan|biaya_perbaikan
Pintu kayu di gedung parkir lantai 3 zona selatan mengalami kerusakan pada tampilan karena aus normal, perlu perbaikan segera|Pintu kayu/HPL rusak|Pintu Kayu/HPL|Gedung Parkir|Lantai 3|Zona Selatan|Arsitektur|Sedang|Aus normal|Tampilan rusak|1032000
AC Cassette di Gedung B Lantai 7 Zona Barat mengalami kerusakan karena korsleting yang disebabkan oleh usia pakai, sehingga mengganggu rutinitas kerja|Laporan teknisi masih dalam proses|AC Cassette|Gedung B|Lantai 7|Zona Barat|Mechanical|Sedang|Usia pakai|Korsleting|1111000
Terdapat kerusakan pada AC Split di Gedung B Lantai 6 Zona Tengah karena koneksi terputus yang disebabkan oleh human error|Laporan teknisi|AC Split|Gedung B|Lantai 6|Zona Tengah|Mechanical|Berat|Human error|Koneksi terputus|3303000
Plafon gypsum di lantai 5 zona selatan gedung parkir mengalami korsleting parah karena kelembaban tinggi, saya sangat panik karena listrik mati total|Laporan teknisi: korsleting pada plafon gypsum|Plafon Gypsum / GRC|Gedung Parkir|Lantai 5|Zona Selatan|Arsitektur|Berat|Kelembaban tinggi|Korsleting|Rp 2580000
Plafon gypsum di gedung parkir lantai 5 zona selatan mengalami kerusakan berat karena korsleting akibat kelembaban tinggi, perlu perbaikan segera|Laporan teknisi: perbaikan plafon gypsum|Plafon Gypsum / GRC|Gedung Parkir|Lantai 5|Zona Selatan|Arsitektur|Berat|Kelembaban tinggi|Korsleting|Rp 2580000
Saya melaporkan bahwa Bell Alarm di Gedung Utama, Lantai 20, Zona Barat tidak berfungsi total akibat kualitas material yang kurang baik, perlu perbaikan segera|Bell Alarm tidak berfungsi|Bell Alarm|Gedung Utama|Lantai 20|Zona Barat|Sistem Proteksi Kebakaran Aktif|Berat|Kualitas material|Tidak berfungsi total|8398000
Karyawan melaporkan bahwa AC Split di Gedung E Lantai 1 Zona Tengah mengalami bunyi abnormal agak berisik, kemungkinan aus normal|Perlu dilakukan perbaikan segera|AC Split|Gedung E|Lantai 1|Zona Tengah|Mechanical|Sedang|Aus normal|Bunyi abnormal|891000
Pesawat Telepon di lantai 12 gedung D zona timur mengalami tekanan tidak stabil, suaranya netes terus dan agak berisik sehingga mengganggu rutinitas, kemungkinan karena aus normal|Tekanan tidak stabil dan aus normal menyebabkan suara tidak jelas|Pesawat Telepon|Gedung D|Lantai 12|Zona Timur|Sistem Telekomunikasi Gedung|Sedang|Aus normal|Tekanan tidak stabil|1564000
Pesawat telepon di gedung D lantai 12 zona timur bermasalah, tekanan suara tidak stabil, kemungkinan karena aus, perlu perbaikan segera|Perbaikan tekanan suara dan penggantian komponen aus|Pesawat Telepon|Gedung D|Lantai 12|Zona Timur|Sistem Telekomunikasi Gedung|Sedang|Aus normal|Tekanan tidak stabil|1564000
Dinding kayu Gedung D lantai 4 zona utara mengalami kerusakan berat dengan bunyi abnormal yang disebabkan oleh usia pakai, perlu perbaikan segera|Dinding kayu Gedung D lantai 4 zona utara rusak|Dinding Kayu|Gedung D|Lantai 4|Zona Utara|Civil|Fatal|Usia pakai|Bunyi abnormal|24284000
Dinding GRC di lantai 10 zona selatan gedung D mengalami getaran dan bunyi abnormal yang sangat mengganggu rutinitas harian kita, sehingga perlu segera diperbaiki|Dinding GRC mengalami getaran yang menyebabkan bunyi abnormal|Dinding GRC|Gedung D|Lantai 10|Zona Selatan|Civil|Ringan|Getaran|Bunyi abnormal|139000
Dinding GRC gedung D lantai 10 zona selatan bunyi abnormal karena getaran|Perlu perbaikan dinding GRC|Dinding GRC|Gedung D|Lantai 10|Zona Selatan|Civil|Ringan|Getaran|Bunyi abnormal|139000
Dinding GRC di gedung D lantai 10 zona selatan mengalami bunyi abnormal yang disebabkan oleh getaran, perlu dilakukan perbaikan segera untuk menghindari gangguan lebih lanjut|Dinding GRC mengalami bunyi abnormal karena getaran|Dinding GRC|Gedung D|Lantai 10|Zona Selatan|Civil|Ringan|Getaran|Bunyi abnormal|139000
Wastafel di lantai 5 zona timur gedung parkir bocor dan aliran airnya lemah karena kualitas material yang tidak baik|Toto wastafel bocor dan aliran airnya lemah|Wastafel|Gedung Parkir|Lantai 5|Zona Timur|Plumbing|Ringan|Kualitas material|Aliran lemah|300000
Karyawan melaporkan wastafel di lantai 5 zona timur gedung parkir mengalami kerusakan berupa aliran air yang lemah akibat kualitas material yang tidak memadai|Laporan teknisi: wastafel Toto bocor dan aliran airnya lemah|Wastafel|Gedung Parkir|Lantai 5|Zona Timur|Plumbing|Ringan|Kualitas material|Aliran lemah|300000
Wastafel Toto di lantai 5 zona tengah gedung A tidak berfungsi dengan baik karena kelembaban yang tinggi sehingga mengakibatkan kerusakan|Laporan teknisi tentang wastafel Toto yang tidak berfungsi|Wastafel|Gedung A|Lantai 5|Zona Tengah|Plumbing|Sedang|Kelembaban tinggi|Tidak berfungsi total|1909000
Genset Diesel di Gedung Servis Lantai 3 Zona Selatan macet karena kelembaban tinggi membuatnya netes dan agak berisik|Genset Diesel macet dan berisik|Genset Diesel|Gedung Servis|Lantai 3|Zona Selatan|Mechanical|Ringan|Kelembaban tinggi|Macet/tersumbat|187000
Genset Diesel merek Perkins di Gedung Servis Lantai 3 Zona Selatan mengalami kerusakan macet karena kelembaban tinggi sehingga perlu perbaikan|Genset Diesel perlu perbaikan|Genset Diesel|Gedung Servis|Lantai 3|Zona Selatan|Mechanical|Ringan|Kelembaban tinggi|Macet/tersumbat|187000
Wiring sistem di Gedung A lantai 12 zona selatan saya korosi parah karena overload, netes terus dan mengganggu rutinitas|Sistem instalasi kabel mengalami kerusakan karena beban berlebih|Wiring System|Gedung A|Lantai 12|Zona Selatan|Electrical|Berat|Overload|Berkarat/korosi|5830000
Sistem instalasi kabel di Gedung A lantai 12 zona selatan mengalami kerusakan korosi dan overload sehingga mengganggu operasional, perlu perbaikan segera|Laporan teknisi tentang kerusakan sistem instalasi kabel|Wiring System|Gedung A|Lantai 12|Zona Selatan|Electrical|Berat|Overload|Berkarat/korosi|5830000
Kerusakan wastafel di lantai 7 Gedung A, zona barat, yaitu koneksi terputus dan aus normal, memerlukan perbaikan segera|Laporan teknisi tentang kerusakan wastafel|Wastafel|Gedung A|Lantai 7|Zona Barat|Plumbing|Berat|Aus normal|Koneksi terputus|5843000
Kerusakan retak pada MDP di Gedung D Lantai 4 Zona Timur|Perlu penanganan segera|MDP|Gedung D|Lantai 4|Zona Timur|Electrical|Ringan|Usia pakai|Retak/pecah|238000
APAR Halon di Gedung A Lantai 12 Zona Timur mengalami kerusakan mati mendadak karena aus normal, gangguan ini cukup mengganggu rutinitas|Laporan teknisi: APAR Halon rusak, kemungkinan aus normal|APAR Halon|Gedung A|Lantai 12|Zona Timur|Sistem Pemadam Kebakaran|Sedang|Aus normal|Mati mendadak|1536000
Pemipaan air bersih di Gedung E Lantai 1 Zona Selatan mengalami kerusakan parah karena getaran berlebihan dan korosi, sehingga menyebabkan kebocoran yang sangat parah dan mengganggu aktivitas sehari-hari, tolong segera diperbaiki|Kerusakan pada pipa air bersih di Gedung E Lantai 1 Zona Selatan|Pemipaan Air Bersih|Gedung E|Lantai 1|Zona Selatan|Plumbing|Fatal|Korosi|Getaran berlebihan|40787000
Kerusakan pada pipa air bersih di Gedung E Lantai 1 Zona Selatan disebabkan oleh getaran berlebihan dan korosi, sehingga menyebabkan kebocoran yang cukup parah, perlu segera diperbaiki untuk menghindari kerugian lebih lanjut|Laporan kerusakan pipa air bersih|Pemipaan Air Bersih|Gedung E|Lantai 1|Zona Selatan|Plumbing|Fatal|Korosi|Getaran berlebihan|40787000
Meja kerja di lantai 19 zona timur gedung utama mengalami getaran berlebihan karena human error, sehingga perlu perbaikan segera untuk menghindari gangguan lebih lanjut|Laporan teknisi tentang getaran berlebihan pada meja kerja|Meja kerja|Gedung Utama|Lantai 19|Zona Timur|Arsitektur|Sedang|Human error|Getaran berlebihan|1399000
Meter PDAM di gedung utama lantai 16 zona selatan bermasalah, retak dan netes terus karena tegangan tidak stabil|Kerusakan retak pada meter PDAM di zona selatan|Meter PDAM|Gedung Utama|Lantai 16|Zona Selatan|Pencatatan Meter|Sedang|Tegangan tidak stabil|Retak/pecah|318000
Adanya kerusakan pada meter PDAM di gedung utama lantai 16 zona selatan, yaitu retak yang disebabkan oleh tegangan tidak stabil, mengharuskan perbaikan segera|Laporan kerusakan meter PDAM|Meter PDAM|Gedung Utama|Lantai 16|Zona Selatan|Pencatatan Meter|Sedang|Tegangan tidak stabil|Retak/pecah|318000
Dinding partisi GRC/Gypsum di gedung B lantai 4 zona timur macet/tersumbat karena kelembaban tinggi membuat suara netes yang agak berisik dan mengganggu rutinitas|Tidak ada laporan teknisi|Dinding Partisi, GRC / Gypsum|Gedung B|Lantai 4|Zona Timur|Civil|Sedang|Kelembaban tinggi|Macet/tersumbat|810000
Dinding partisi GRC/Gypsum di zona timur lantai 4 gedung B mengalami kerusakan macet/tersumbat yang disebabkan oleh kelembaban tinggi, sehingga menimbulkan suara yang agak berisik dan memerlukan perbaikan|Tidak ada laporan teknisi|Dinding Partisi, GRC / Gypsum|Gedung B|Lantai 4|Zona Timur|Civil|Sedang|Kelembaban tinggi|Macet/tersumbat|810000
Lampu LED di Gedung D Lantai 10 Zona Tengah bocor dan suaranya agak berisik karena tegangan tidak stabil|Lampu LED bocor dan berisik|Lampu LED|Gedung D|Lantai 10|Zona Tengah|Electrical|Ringan|Tegangan tidak stabil|Kebocoran|121000
Lampu LED di Gedung D Lantai 10 Zona Tengah mengalami kebocoran dan netes karena tegangan listrik tidak stabil sehingga perlu diperbaiki|Lampu LED perlu diperbaiki karena kebocoran|Lampu LED|Gedung D|Lantai 10|Zona Tengah|Electrical|Ringan|Tegangan tidak stabil|Kebocoran|121000
MDB di Gedung E, Lantai 2, Zona Tengah mengalami kerusakan karena debu/kotoran, sehingga menyebabkan mati mendadak|Kerusakan MDB karena debu/kotoran|MDB|Gedung E|Lantai 2|Zona Tengah|Electrical|Berat|Debu/kotoran|Mati mendadak|8662000
Kloset di gedung C lantai 3 zona utara rusak parah karena retak dan pecah, sepertinya kualitas material yang digunakan tidak bagus, ini sangat mengganggu rutinitas kami|Kerusakan kloset di gedung C lantai 3 zona utara|Kloset|Gedung C|Lantai 3|Zona Utara|Plumbing|Berat|Kualitas material|Retak/pecah|8667000
Kloset rusak total di gedung C lantai 3 zona utara, retak dan pecah, tolong perbaiki segera|Kerusakan kloset yang parah|Kloset|Gedung C|Lantai 3|Zona Utara|Plumbing|Berat|Kualitas material|Retak/pecah|8667000
Kerusakan kloset di gedung C lantai 3 zona utara cukup serius, retak dan pecah, kemungkinan karena kualitas material yang tidak memadai, perlu diperbaiki dengan segera|Laporan kerusakan kloset|Kloset|Gedung C|Lantai 3|Zona Utara|Plumbing|Berat|Kualitas material|Retak/pecah|8667000
Saya laporan kerusakan atap spandek di Gedung B Lantai 2 Zona Tengah, kondisinya rusak parah karena human error, perlu perbaikan segera|Atap spandek rusak karena kesalahan manusia|Atap Spandek|Gedung B|Lantai 2|Zona Tengah|Civil|Berat|Human error|Tampilan rusak|6401000
Saya laporkan bahwa AC Cassette di Gedung D Lantai 9 Zona Barat mengalami getaran berlebihan dan tegangan tidak stabil sehingga tidak bisa digunakan|Tegangan tidak stabil menyebabkan kerusakan|AC Cassette|Gedung D|Lantai 9|Zona Barat|Mechanical|Berat|Tegangan tidak stabil|Getaran berlebihan|6481000
AC Split di Gedung E Lantai 6 Zona Tengah mengalami kerusakan sensor error yang disebabkan oleh getaran, sehingga mengganggu rutinitas dan perlu perbaikan segera|Perlu perbaikan segera|AC Split|Gedung E|Lantai 6|Zona Tengah|Mechanical|Sedang|Getaran|Sensor error|1529000
Kursi di gedung A lantai 15 zona barat sudah berkarat parah karena faktor lingkungan, jangan sampai ambruk dan bahayakan orang lain|Kerusakan struktural pada kursi|Kursi|Gedung A|Lantai 15|Zona Barat|Arsitektur|Berat|Faktor lingkungan|Berkarat/korosi|9694000
Kerusakan pada kursi di zona barat lantai 15 gedung A disebabkan oleh faktor lingkungan yang menyebabkan korosi, perlu perbaikan segera|Kerusakan korosi pada kursi|Kursi|Gedung A|Lantai 15|Zona Barat|Arsitektur|Berat|Faktor lingkungan|Berkarat/korosi|9694000
Hydrant Pillar di Gedung Servis Lantai 3 Zona Tengah koneksi terputus karena faktor lingkungan, membuatnya netes dan mengganggu rutinitas harian|Kerusakan koneksi hydrant pillar|Hydrant Pillar|Gedung Servis|Lantai 3|Zona Tengah|Sistem Pemadam Kebakaran|Sedang|Faktor lingkungan|Koneksi terputus|1373000
Koneksi hydrant pillar terputus karena faktor lingkungan di Gedung Servis Lantai 3 Zona Tengah, agak berisik dan mengganggu|Laporan teknisi tentang kerusakan hydrant pillar|Hydrant Pillar|Gedung Servis|Lantai 3|Zona Tengah|Sistem Pemadam Kebakaran|Sedang|Faktor lingkungan|Koneksi terputus|1373000
Kamera CCTV di Gedung Utama Lantai 12 Zona Utara netes terus karena usia pakai yang sudah lama, jadi aliran lemah dan agak berisik|Kamera CCTV mengalami aliran lemah|Kamera CCTV|Gedung Utama|Lantai 12|Zona Utara|Security Sistem|Sedang|Usia pakai|Aliran lemah|1527000
Kamera CCTV di Gedung Utama Lantai 12 Zona Utara mengalami gangguan karena aliran lemah yang disebabkan oleh usia pakai, sehingga perlu perbaikan|Kamera CCTV mengalami kerusakan|Kamera CCTV|Gedung Utama|Lantai 12|Zona Utara|Security Sistem|Sedang|Usia pakai|Aliran lemah|1527000
Kerusakan pada Deepwell di Gedung D Lantai 12 Zona Selatan menyebabkan bunyi abnormal dan kemungkinan overload, sehingga perlu perbaikan segera|Tidak ada laporan teknisi|Deepwell|Gedung D|Lantai 12|Zona Selatan|Distribusi Air|Sedang|Overload|Bunyi abnormal|1250000
Kerusakan pada MDP di Gedung B Lantai 4 Zona Timur karena sensor error yang disebabkan faktor lingkungan membuat pekerjaan terganggu|Laporan teknisi|MDP|Gedung B|Lantai 4|Zona Timur|Electrical|Sedang|Faktor lingkungan|Sensor error|493000
Gree AC Split di Gedung E Lantai 5 Zona Barat mengalami kerusakan remote tidak berfungsi, kemungkinan karena kurang perawatan, sehingga perlu diperbaiki segera|Tidak ada laporan teknisi|AC Split|Gedung E|Lantai 5|Zona Barat|Mechanical|Sedang|Kurang perawatan|Remote tidak berfungsi|1828000
DVR CCTV di gedung parkir lantai 1 zona selatan tidak berfungsi total karena getaran, agak berisik dan mengganggu rutinitas|Tidak berfungsi total karena getaran|DVR CCTV|Gedung Parkir|Lantai 1|Zona Selatan|Security Sistem|Ringan|Getaran|Tidak berfungsi total|491000
DVR CCTV di gedung parkir lantai 1 zona selatan mengalami kerusakan karena getaran, sehingga tidak dapat beroperasi dengan baik, perlu dilakukan perbaikan|Laporan teknisi|DVR CCTV|Gedung Parkir|Lantai 1|Zona Selatan|Security Sistem|Ringan|Getaran|Tidak berfungsi total|491000
Rooftank di lantai 11 zona utara Gedung A tidak berfungsi total karena kelembaban tinggi, netes terus dan mengganggu rutinitas|Laporan teknisi: Rooftank rusak total|Rooftank|Gedung A|Lantai 11|Zona Utara|Plumbing|Ringan|Kelembaban tinggi|Tidak berfungsi total|322000
Rooftank di Gedung A lantai 11 zona utara mengalami kerusakan karena kelembaban tinggi sehingga tidak berfungsi total, agak berisik dan mengganggu|Laporan teknisi: Rooftank Gedung A perlu perbaikan|Rooftank|Gedung A|Lantai 11|Zona Utara|Plumbing|Ringan|Kelembaban tinggi|Tidak berfungsi total|322000
Saya melaporkan kerusakan AC Split di Gedung Utama Lantai 3 Zona Utara, tekanan tidak stabil dan berisik, kemungkinan karena human error, tolong diperbaiki secepatnya|Perlu perawatan rutin|AC Split|Gedung Utama|Lantai 3|Zona Utara|Mechanical|Ringan|Human error|Tekanan tidak stabil|246000
Lampu TL di lantai 18 gedung utama zona utara tiba-tiba netes dan agak berisik karena getaran berlebihan, sepertinya human error yang menyebabkan kerusakan ini|Lampu TL mengalami getaran berlebihan|Lampu TL|Gedung Utama|Lantai 18|Zona Utara|Electrical|Ringan|Human error|Getaran berlebihan|327000
Lampu TL di lantai 18 zona utara gedung utama mengalami gangguan karena getaran berlebihan yang disebabkan oleh human error, perlu diperbaiki segera|Laporan teknisi: Lampu TL mengalami getaran berlebihan|Lampu TL|Gedung Utama|Lantai 18|Zona Utara|Electrical|Ringan|Human error|Getaran berlebihan|327000
Breker panel di gedung parkir lantai 4 zona tengah rusak parah, sensor error total, sudah tidak bisa dipakai lagi, kemungkinan karena usia pakai yang sudah lama|Breker panel rusak|Breker Panel|Gedung Parkir|Lantai 4|Zona Tengah|Electrical|Berat|Usia pakai|Sensor error|7355000
Breker panel di gedung parkir lantai 4 zona tengah mengalami kerusakan sensor, kemungkinan karena usia pakai yang sudah lama, perlu diperbaiki segera untuk menghindari kerusakan lebih lanjut|Perlu penanganan cepat|Breker Panel|Gedung Parkir|Lantai 4|Zona Tengah|Electrical|Berat|Usia pakai|Sensor error|7355000
Tidak berfungsi total karena kualitas material yang jelek, membuat control panel penerangan di gedung C lantai 3 zona timur mati total, sangat mengganggu rutinitas|Control Panel Penerangan Import tidak berfungsi|Control Panel Penerangan|Gedung C|Lantai 3|Zona Timur|Electrical|Sedang|Kualitas material|Tidak berfungsi total|1270000
Saya melaporkan bahwa control panel penerangan di gedung C lantai 3 zona timur tidak berfungsi dengan baik, kemungkinan disebabkan oleh kualitas material yang kurang baik, perlu perbaikan segera|Perlu perbaikan control panel penerangan|Control Panel Penerangan|Gedung C|Lantai 3|Zona Timur|Electrical|Sedang|Kualitas material|Tidak berfungsi total|1270000
Kran air di gedung utama lantai 15 zona selatan bocor dan netes terus menerus sehingga mengganggu rutinitas kantor|Kran air bocor|Kran Air|Gedung Utama|Lantai 15|Zona Selatan|Plumbing|Ringan|Tegangan tidak stabil|Tekanan tidak stabil|68000
Kran air di lantai 15 zona selatan gedung utama mengalami tekanan air yang tidak stabil sehingga menyebabkan kebocoran dan kerusakan pada kran air|Laporan teknisi tentang kerusakan kran air|Kran Air|Gedung Utama|Lantai 15|Zona Selatan|Plumbing|Ringan|Tegangan tidak stabil|Tekanan tidak stabil|68000
Kamera CCTV di Gedung B Lantai 2 Zona Selatan mengalami kerusakan remote tidak berfungsi karena kurang perawatan, sehingga sangat mengganggu keamanan, perlu perbaikan segera|Kamera CCTV perlu perbaikan karena kerusakan remote|Kamera CCTV|Gedung B|Lantai 2|Zona Selatan|Security Sistem|Fatal|Kurang perawatan|Remote tidak berfungsi|49341000
APAR Dry Powder Cartridge bermasalah, aliran lemah dan tidak bisa dipakai karena usia pakai yang sudah terlalu lama, ini sangat mengganggu rutinitas harian kami di Gedung D Lantai 5 Zona Barat|Aliran lemah karena usia pakai|APAR Dry Powder Cartridge|Gedung D|Lantai 5|Zona Barat|Sistem Pemadam Kebakaran|Berat|Usia pakai|Aliran lemah|1531000
Kerusakan APAR Dry Powder Cartridge di Gedung D Lantai 5 Zona Barat karena aliran lemah dan usia pakai yang sudah terlalu lama, perlu segera diperbaiki|APAR Dry Powder Cartridge perlu perbaikan|APAR Dry Powder Cartridge|Gedung D|Lantai 5|Zona Barat|Sistem Pemadam Kebakaran|Berat|Usia pakai|Aliran lemah|1531000
Lantai granit di Gedung A lantai 9 zona timur mengalami masalah sensor error karena usia pakai yang sudah lama, sehingga agak berisik|Laporan teknisi: kerusakan sensor|Lantai Granit|Gedung A|Lantai 9|Zona Timur|Civil|Ringan|Usia pakai|Sensor error|495000
Pintu kayu HPL di lantai 6 zona timur gedung A bocor parah karena aliran air lemah akibat faktor lingkungan, jadi airnya netes terus dan mengganggu rutinitas|Pintu kayu HPL bocor|Pintu Kayu/HPL|Gedung A|Lantai 6|Zona Timur|Arsitektur|Fatal|Faktor lingkungan|Aliran lemah|5301000
Pintu HPL lantai 6 zona timur gedung A jebol karena aliran air lemah|Pintu HPL rusak|Pintu Kayu/HPL|Gedung A|Lantai 6|Zona Timur|Arsitektur|Fatal|Faktor lingkungan|Aliran lemah|5301000
